Kolom1,Kolom2,Kolom3,Kolom4
13:29:54,-129.721,0.0,0.0
13:29:54,-113.318,0.0,0.0
13:29:55,-97.756,0.0,0.0
13:29:55,-138.211,0.0,0.0
13:29:55,-87.087,0.0,0.0
13:29:55,-128.778,0.0,0.0
13:29:55,-112.82,0.0,0.0
13:29:55,-98.082,0.0,0.0
13:29:55,-139.017,0.0,0.0
13:29:55,-87.794,0.0,0.0
13:29:55,-129.504,0.0,0.0
13:29:55,-113.401,0.0,0.0
13:29:55,-98.532,0.0,0.0
13:29:55,-139.026,0.0,0.0
13:29:55,-87.841,0.0,0.0
13:29:55,-129.036,0.0,0.0
13:29:55,-112.9,0.0,0.0
13:29:55,-97.917,0.0,0.0
13:29:55,-138.201,0.0,0.0
13:29:55,-87.279,0.0,0.0
13:29:55,-128.597,0.0,0.0
13:29:55,-112.366,0.0,0.0
13:29:55,-97.679,0.0,0.0
13:29:55,-137.846,0.0,0.0
13:29:55,-86.866,0.0,0.0
13:29:55,-127.821,0.0,0.0
13:29:55,-110.812,0.0,0.0
13:29:55,-95.942,0.0,0.0
13:29:55,-136.272,0.0,0.0
13:29:55,-85.087,0.0,0.0
13:29:55,-127.044,0.0,0.0
13:29:55,-110.395,0.0,0.0
13:29:55,-95.732,0.0,0.0
13:29:55,-136.191,0.0,0.0
13:29:55,-84.949,0.0,0.0
13:29:55,-126.818,0.0,0.0
13:29:55,-109.603,0.0,0.0
13:29:55,-95.053,0.0,0.0
13:29:55,-134.884,0.0,0.0
13:29:55,-83.002,0.0,0.0
13:29:55,-125.141,0.0,0.0
13:29:55,-107.957,0.0,0.0
13:29:55,-94.182,0.0,0.0
13:29:55,-135.21,0.0,0.0
13:29:55,-83.899,0.0,0.0
13:29:55,-127.502,0.0,0.0
13:29:55,-109.618,0.0,0.0
13:29:55,-95.575,0.0,0.0
13:29:55,-136.397,0.0,0.0
13:29:55,-83.691,0.0,0.0
13:29:55,-127.702,0.0,0.0
13:29:55,-109.367,0.0,0.0
13:29:55,-96.936,0.0,0.0
13:29:55,-138.8,0.0,0.0
13:29:55,-83.387,0.0,0.0
13:29:55,-124.547,0.0,0.0
13:29:55,-104.176,0.0,0.0
13:29:55,-93.579,0.0,0.0
13:29:55,-138.211,0.0,0.0
13:29:55,-83.742,0.0,0.0
13:29:55,-128.269,0.0,0.0
13:29:55,-108.119,0.0,0.0
13:29:55,-94.562,0.0,0.0
13:29:55,-136.337,0.0,0.0
13:29:55,-81.658,0.0,0.0
13:29:55,-127.669,0.0,0.0
13:29:55,-107.62,0.0,0.0
13:29:55,-94.18,0.0,0.0
13:29:55,-135.982,0.0,0.0
13:29:55,-80.932,0.0,0.0
13:29:55,-127.428,0.0,0.0
13:29:55,-106.887,0.0,0.0
13:29:55,-93.154,0.0,0.0
13:29:55,-135.023,0.0,0.0
13:29:55,-79.317,0.0,0.0
13:29:55,-125.779,0.0,0.0
13:29:55,-104.95,0.0,0.0
13:29:55,-91.564,0.0,0.0
13:29:55,-133.814,0.0,0.0
13:29:55,-78.526,0.0,0.0
13:29:55,-125.941,0.0,0.0
13:29:55,-105.213,0.0,0.0
13:29:55,-92.467,0.0,0.0
13:29:55,-134.454,0.0,0.0
13:29:55,-78.514,0.0,0.0
13:29:55,-126.156,0.0,0.0
13:29:55,-104.9,0.0,0.0
13:29:55,-91.958,0.0,0.0
13:29:55,-134.252,0.0,0.0
13:29:55,-78.224,0.0,0.0
13:29:55,-126.45,0.0,0.0
13:29:55,-104.955,0.0,0.0
13:29:55,-92.359,0.0,0.0
